timestamp,Channel 1
1675515631534,1.0
1675515631535,0.0
1675515631536,0.0
1675515631536,0.0
1675515631536,0.0
1675515631536,0.0
1675515631536,0.0
1675515631536,0.0
1675515631536,0.0
1675515631536,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631568,0.0
1675515631569,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631601,0.0
1675515631634,0.0
1675515631634,0.0
1675515631634,0.0
1675515631634,0.0
1675515631634,0.0
1675515631634,0.0
1675515631634,0.0
1675515631635,1.0
1675515631635,0.0
1675515631635,0.0
1675515631667,0.0
1675515631668,0.0
1675515631668,0.0
1675515631668,0.0
1675515631668,1.0
1675515631668,1.0
1675515631668,0.0
1675515631668,0.0
1675515631668,1.0
1675515631668,0.0
1675515631668,0.0
1675515631701,0.0
1675515631701,0.0
1675515631701,0.0
1675515631702,0.0
1675515631702,0.0
1675515631702,0.0
1675515631702,0.0
1675515631702,0.0
1675515631702,0.0
1675515631703,0.0
1675515631703,0.0
1675515631734,0.0
1675515631735,0.0
1675515631735,0.0
1675515631735,1.0
1675515631735,0.0
1675515631735,0.0
1675515631735,1.0
1675515631736,0.0
1675515631736,1.0
1675515631736,0.0
1675515631767,0.0
1675515631767,0.0
1675515631768,0.0
1675515631768,0.0
1675515631768,0.0
1675515631768,0.0
1675515631768,0.0
1675515631768,0.0
1675515631768,0.0
1675515631768,0.0
1675515631769,0.0
1675515631801,0.0
1675515631801,0.0
1675515631801,0.0
1675515631801,0.0
1675515631801,0.0
1675515631802,0.0
1675515631802,0.0
1675515631802,0.0
1675515631802,0.0
1675515631802,0.0
1675515631803,1.0
1675515631834,0.0
1675515631834,0.0
1675515631834,1.0
1675515631835,0.0
1675515631835,0.0
1675515631835,0.0
1675515631835,0.0
1675515631835,0.0
1675515631835,0.0
1675515631836,0.0
1675515631867,0.0
1675515631868,0.0
1675515631868,0.0
1675515631868,0.0
1675515631868,0.0
1675515631869,0.0
1675515631869,0.0
1675515631869,0.0
1675515631869,0.0
1675515631870,0.0
1675515631870,0.0
1675515631901,0.0
1675515631901,0.0
1675515631901,0.0
1675515631901,0.0
1675515631902,0.0
1675515631902,0.0
1675515631902,0.0
1675515631902,1.0
1675515631902,1.0
1675515631902,0.0
1675515631903,0.0
1675515631934,0.0
1675515631934,0.0
1675515631935,0.0
1675515631935,0.0
1675515631935,0.0
1675515631935,0.0
1675515631935,0.0
1675515631936,0.0
1675515631936,0.0
1675515631936,0.0
1675515631967,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515631968,0.0
1675515632000,0.0
1675515632001,1.0
1675515632001,0.0
1675515632001,1.0
1675515632001,0.0
1675515632001,0.0
1675515632001,0.0
1675515632001,0.0
1675515632001,0.0
1675515632001,0.0
1675515632001,0.0
1675515632034,0.0
1675515632034,0.0
1675515632034,0.0
1675515632034,0.0
1675515632034,0.0
1675515632034,0.0
1675515632035,0.0
1675515632035,0.0
1675515632035,0.0
1675515632035,0.0
1675515632067,0.0
1675515632067,0.0
1675515632068,0.0
1675515632068,0.0
1675515632068,0.0
1675515632068,0.0
1675515632068,1.0
1675515632068,0.0
1675515632068,0.0
1675515632068,0.0
1675515632068,0.0
1675515632100,0.0
1675515632100,0.0
1675515632100,0.0
1675515632101,0.0
1675515632101,0.0
1675515632101,0.0
1675515632101,0.0
1675515632101,0.0
1675515632101,0.0
1675515632101,0.0
1675515632101,0.0
1675515632134,0.0
1675515632134,1.0
1675515632134,0.0
1675515632134,1.0
1675515632134,0.0
1675515632135,0.0
1675515632135,0.0
1675515632135,0.0
1675515632135,0.0
1675515632135,0.0
1675515632167,0.0
1675515632167,0.0
1675515632168,0.0
1675515632168,0.0
1675515632168,0.0
1675515632168,0.0
1675515632168,0.0
1675515632168,0.0
1675515632169,0.0
1675515632169,0.0
1675515632169,0.0
1675515632200,0.0
1675515632200,0.0
1675515632200,0.0
1675515632200,0.0
1675515632201,1.0
1675515632201,0.0
1675515632201,0.0
1675515632201,0.0
1675515632201,0.0
1675515632201,1.0
1675515632201,0.0
1675515632233,0.0
1675515632234,1.0
1675515632234,0.0
1675515632234,0.0
1675515632234,1.0
1675515632234,0.0
1675515632234,1.0
1675515632234,0.0
1675515632234,0.0
1675515632234,0.0
1675515632267,0.0
1675515632267,0.0
1675515632267,0.0
1675515632267,0.0
