timestamp,Channel 1
1677179456421,0.0
1677179456422,0.0
1677179456422,1.0
1677179456422,0.0
1677179456422,1.0
1677179456422,0.0
1677179456422,0.0
1677179456423,0.0
1677179456423,0.0
1677179456423,0.0
1677179456423,0.0
1677179456454,0.0
1677179456454,0.0
1677179456455,0.0
1677179456455,1.0
1677179456455,0.0
1677179456455,0.0
1677179456455,0.0
1677179456455,0.0
1677179456455,1.0
1677179456456,0.0
1677179456488,1.0
1677179456488,0.0
1677179456488,1.0
1677179456488,0.0
1677179456489,0.0
1677179456489,0.0
1677179456489,0.0
1677179456489,1.0
1677179456490,0.0
1677179456490,0.0
1677179456491,0.0
1677179456521,0.0
1677179456521,1.0
1677179456521,1.0
1677179456521,0.0
1677179456521,0.0
1677179456522,0.0
1677179456522,0.0
1677179456522,1.0
1677179456522,0.0
1677179456522,1.0
1677179456522,0.0
1677179456554,1.0
1677179456554,2.0
1677179456555,1.0
1677179456555,0.0
1677179456555,0.0
1677179456555,1.0
1677179456555,0.0
1677179456555,1.0
1677179456555,0.0
1677179456555,1.0
1677179456587,0.0
1677179456588,0.0
1677179456588,1.0
1677179456588,0.0
1677179456588,0.0
1677179456588,1.0
1677179456588,0.0
1677179456588,0.0
1677179456589,0.0
1677179456589,0.0
1677179456589,0.0
1677179456621,2.0
1677179456621,1.0
1677179456621,0.0
1677179456621,1.0
1677179456621,1.0
1677179456622,0.0
1677179456622,0.0
1677179456622,0.0
1677179456622,1.0
1677179456622,0.0
1677179456622,0.0
1677179456654,1.0
1677179456654,0.0
1677179456654,0.0
1677179456655,0.0
1677179456655,0.0
1677179456655,0.0
1677179456655,1.0
1677179456655,1.0
1677179456655,1.0
1677179456655,0.0
1677179456687,1.0
1677179456687,0.0
1677179456688,0.0
1677179456688,0.0
1677179456688,1.0
1677179456688,0.0
1677179456688,0.0
1677179456688,0.0
1677179456688,0.0
1677179456689,0.0
1677179456689,0.0
1677179456720,1.0
1677179456721,0.0
1677179456721,0.0
1677179456721,1.0
1677179456722,0.0
1677179456722,1.0
1677179456722,0.0
1677179456722,1.0
1677179456722,0.0
1677179456723,0.0
1677179456723,0.0
1677179456754,0.0
1677179456754,1.0
1677179456755,0.0
1677179456755,0.0
1677179456755,0.0
1677179456755,1.0
1677179456755,0.0
1677179456756,0.0
1677179456756,0.0
1677179456756,0.0
1677179456787,0.0
1677179456788,0.0
1677179456788,0.0
1677179456788,1.0
1677179456788,0.0
1677179456789,1.0
1677179456789,1.0
1677179456789,0.0
1677179456789,0.0
1677179456790,0.0
1677179456790,0.0
1677179456820,1.0
1677179456821,0.0
1677179456821,0.0
1677179456821,0.0
1677179456822,1.0
1677179456822,0.0
1677179456822,0.0
1677179456822,1.0
1677179456823,0.0
1677179456823,0.0
1677179456823,0.0
1677179456854,0.0
1677179456854,0.0
1677179456854,1.0
1677179456855,1.0
1677179456855,1.0
1677179456855,0.0
1677179456855,0.0
1677179456856,0.0
1677179456856,0.0
1677179456856,0.0
1677179456887,1.0
1677179456887,0.0
1677179456888,0.0
1677179456888,1.0
1677179456888,0.0
1677179456888,0.0
1677179456889,0.0
1677179456889,0.0
1677179456889,0.0
1677179456889,1.0
1677179456890,0.0
1677179456920,1.0
1677179456921,1.0
1677179456921,0.0
1677179456921,1.0
1677179456922,1.0
1677179456922,1.0
1677179456922,0.0
1677179456922,0.0
1677179456922,1.0
1677179456923,0.0
1677179456923,1.0
1677179456954,0.0
1677179456954,0.0
1677179456954,19.0
1677179456955,84.0
1677179456955,151.0
1677179456955,219.0
1677179456955,271.0
1677179456987,313.0
1677179456987,345.0
1677179456988,367.0
1677179456988,386.0
1677179456988,401.0
1677179456988,413.0
1677179456989,420.0
1677179457020,428.0
1677179457021,434.0
1677179457021,437.0
1677179457021,440.0
1677179457021,443.0
1677179457022,444.0
1677179457054,447.0
1677179457054,447.0
1677179457054,449.0
1677179457054,450.0
1677179457055,450.0
1677179457055,451.0
1677179457087,451.0
1677179457087,451.0
1677179457087,452.0
1677179457088,451.0
1677179457088,451.0
1677179457088,452.0
1677179457088,452.0
1677179457120,453.0
1677179457121,451.0
1677179457121,453.0
1677179457121,452.0
1677179457121,453.0
1677179457122,452.0
