timestamp,Channel 1
1675515555712,456.0
1675515555712,455.0
1675515555712,456.0
1675515555713,456.0
1675515555713,456.0
1675515555713,456.0
1675515555745,456.0
1675515555746,455.0
1675515555746,455.0
1675515555746,456.0
1675515555746,456.0
1675515555746,456.0
1675515555746,455.0
1675515555779,455.0
1675515555779,456.0
1675515555779,456.0
1675515555779,455.0
1675515555779,456.0
1675515555779,455.0
1675515555812,457.0
1675515555812,456.0
1675515555812,455.0
1675515555812,455.0
1675515555813,456.0
1675515555813,456.0
1675515555813,456.0
1675515555845,455.0
1675515555846,454.0
1675515555846,456.0
1675515555846,456.0
1675515555846,455.0
1675515555846,457.0
1675515555879,455.0
1675515555879,456.0
1675515555879,455.0
1675515555879,457.0
1675515555879,456.0
1675515555879,456.0
1675515555912,455.0
1675515555912,455.0
1675515555912,456.0
1675515555912,456.0
1675515555912,455.0
1675515555912,456.0
1675515555912,457.0
1675515555945,455.0
1675515555945,455.0
1675515555945,455.0
1675515555946,456.0
1675515555946,455.0
1675515555946,454.0
1675515555979,455.0
1675515555979,456.0
1675515555979,456.0
1675515555979,457.0
1675515555979,456.0
1675515555979,457.0
1675515555979,455.0
1675515556012,455.0
1675515556012,455.0
1675515556012,455.0
1675515556012,456.0
1675515556012,455.0
1675515556012,456.0
1675515556045,455.0
1675515556046,456.0
1675515556046,456.0
1675515556046,455.0
1675515556046,456.0
1675515556047,456.0
1675515556079,456.0
1675515556079,455.0
1675515556079,455.0
1675515556079,455.0
1675515556079,455.0
1675515556079,455.0
1675515556079,455.0
1675515556112,456.0
1675515556112,454.0
1675515556112,456.0
1675515556112,457.0
1675515556112,455.0
1675515556112,455.0
1675515556145,456.0
1675515556145,456.0
1675515556146,456.0
1675515556146,456.0
1675515556146,454.0
1675515556147,455.0
1675515556147,456.0
1675515556178,457.0
1675515556179,454.0
1675515556179,456.0
1675515556179,456.0
1675515556179,456.0
1675515556179,456.0
1675515556212,456.0
1675515556212,455.0
1675515556212,455.0
1675515556212,456.0
1675515556212,455.0
1675515556212,455.0
1675515556245,455.0
1675515556245,456.0
1675515556245,455.0
1675515556246,455.0
1675515556246,455.0
1675515556246,455.0
1675515556246,455.0
1675515556278,455.0
1675515556279,455.0
1675515556279,456.0
1675515556279,456.0
1675515556279,454.0
1675515556279,455.0
1675515556312,456.0
1675515556312,455.0
1675515556312,456.0
1675515556312,456.0
1675515556313,457.0
1675515556314,455.0
1675515556314,456.0
1675515556345,455.0
1675515556345,456.0
1675515556345,456.0
1675515556345,456.0
1675515556345,455.0
1675515556346,455.0
1675515556378,455.0
1675515556378,455.0
1675515556379,456.0
1675515556379,456.0
1675515556379,456.0
1675515556379,456.0
1675515556411,455.0
1675515556412,456.0
1675515556412,455.0
1675515556412,456.0
1675515556412,456.0
1675515556413,455.0
1675515556413,456.0
1675515556445,455.0
1675515556445,456.0
1675515556445,455.0
1675515556445,456.0
1675515556445,457.0
1675515556445,455.0
1675515556478,455.0
1675515556479,455.0
1675515556479,454.0
1675515556479,456.0
1675515556479,456.0
1675515556480,455.0
1675515556480,456.0
1675515556511,455.0
1675515556512,454.0
1675515556512,457.0
1675515556512,456.0
1675515556513,455.0
1675515556513,455.0
1675515556545,457.0
1675515556545,455.0
1675515556546,456.0
1675515556546,455.0
1675515556546,455.0
1675515556546,454.0
1675515556578,455.0
1675515556578,456.0
1675515556579,455.0
1675515556579,456.0
1675515556579,457.0
1675515556579,455.0
1675515556580,456.0
1675515556611,456.0
1675515556612,455.0
1675515556612,454.0
1675515556612,456.0
1675515556613,455.0
1675515556613,455.0
1675515556645,456.0
1675515556645,456.0
1675515556645,455.0
1675515556646,456.0
1675515556646,455.0
1675515556646,455.0
1675515556646,456.0
1675515556678,456.0
1675515556678,456.0
1675515556678,455.0
1675515556678,456.0
1675515556678,456.0
1675515556678,455.0
1675515556711,456.0
1675515556712,456.0
1675515556712,456.0
1675515556712,457.0
1675515556712,455.0
1675515556713,457.0
1675515556745,456.0
1675515556745,456.0
1675515556745,456.0
1675515556746,455.0
1675515556746,455.0
1675515556746,454.0
1675515556746,456.0
1675515556778,455.0
1675515556778,455.0
1675515556778,456.0
1675515556778,456.0
1675515556778,457.0
1675515556778,456.0
1675515556811,456.0
1675515556812,457.0
1675515556812,456.0
1675515556812,455.0
1675515556812,456.0
1675515556813,456.0
1675515556813,455.0
1675515556844,455.0
1675515556845,456.0
1675515556845,455.0
1675515556845,455.0
1675515556846,455.0
1675515556846,455.0
1675515556877,456.0
1675515556878,455.0
1675515556878,455.0
1675515556878,457.0
1675515556878,455.0
1675515556878,454.0
1675515556911,456.0
1675515556911,455.0
1675515556912,456.0
1675515556912,455.0
1675515556912,456.0
1675515556912,455.0
1675515556913,457.0
1675515556944,456.0
1675515556945,456.0
1675515556945,455.0
1675515556945,456.0
1675515556946,454.0
1675515556946,454.0
1675515556977,456.0
1675515556978,455.0
1675515556978,455.0
1675515556978,456.0
1675515556978,456.0
1675515556978,456.0
1675515556979,455.0
1675515557011,456.0
1675515557011,456.0
1675515557011,454.0
1675515557011,455.0
1675515557011,455.0
1675515557011,456.0
1675515557044,455.0
1675515557045,455.0
1675515557045,456.0
1675515557045,455.0
1675515557045,457.0
1675515557046,457.0
1675515557078,457.0
1675515557078,456.0
1675515557078,455.0
1675515557078,455.0
1675515557079,456.0
1675515557079,455.0
1675515557079,454.0
1675515557111,456.0
1675515557111,455.0
1675515557111,454.0
1675515557112,456.0
1675515557112,456.0
