,timestamp,Channel 1,segundos,diff
138,1675382072.513,456.0,0.41400000000000003,168.08999999999997
139,1675382072.513,455.0,0.417,167.08999999999997
140,1675382072.513,455.0,0.42,167.08999999999997
141,1675382072.513,455.0,0.423,167.08999999999997
142,1675382072.513,456.0,0.426,168.08999999999997
143,1675382072.513,454.0,0.429,166.08999999999997
144,1675382072.514,455.0,0.432,167.08999999999997
145,1675382072.546,456.0,0.435,168.08999999999997
146,1675382072.546,454.0,0.438,166.08999999999997
147,1675382072.546,455.0,0.441,167.08999999999997
148,1675382072.547,455.0,0.444,167.08999999999997
149,1675382072.547,456.0,0.447,168.08999999999997
150,1675382072.547,455.0,0.45,167.08999999999997
151,1675382072.579,455.0,0.453,167.08999999999997
152,1675382072.58,455.0,0.456,167.08999999999997
153,1675382072.58,456.0,0.459,168.08999999999997
154,1675382072.58,455.0,0.462,167.08999999999997
155,1675382072.58,456.0,0.465,168.08999999999997
156,1675382072.58,455.0,0.468,167.08999999999997
157,1675382072.613,455.0,0.47100000000000003,167.08999999999997
158,1675382072.613,456.0,0.47400000000000003,168.08999999999997
159,1675382072.613,456.0,0.47700000000000004,168.08999999999997
160,1675382072.613,455.0,0.48,167.08999999999997
161,1675382072.613,455.0,0.483,167.08999999999997
162,1675382072.613,454.0,0.486,166.08999999999997
163,1675382072.613,455.0,0.489,167.08999999999997
164,1675382072.646,456.0,0.492,168.08999999999997
165,1675382072.646,455.0,0.495,167.08999999999997
166,1675382072.646,456.0,0.498,168.08999999999997
167,1675382072.646,454.0,0.501,166.08999999999997
168,1675382072.646,455.0,0.504,167.08999999999997
169,1675382072.646,455.0,0.507,167.08999999999997
170,1675382072.679,455.0,0.51,167.08999999999997
171,1675382072.679,456.0,0.513,168.08999999999997
172,1675382072.68,456.0,0.516,168.08999999999997
173,1675382072.68,455.0,0.519,167.08999999999997
174,1675382072.68,454.0,0.522,166.08999999999997
175,1675382072.68,455.0,0.525,167.08999999999997
176,1675382072.68,456.0,0.528,168.08999999999997
177,1675382072.713,455.0,0.531,167.08999999999997
178,1675382072.713,454.0,0.534,166.08999999999997
179,1675382072.713,455.0,0.537,167.08999999999997
180,1675382072.713,456.0,0.54,168.08999999999997
181,1675382072.713,456.0,0.543,168.08999999999997
182,1675382072.713,456.0,0.546,168.08999999999997
183,1675382072.746,457.0,0.549,169.08999999999997
184,1675382072.746,457.0,0.552,169.08999999999997
185,1675382072.746,455.0,0.555,167.08999999999997
186,1675382072.746,454.0,0.558,166.08999999999997
187,1675382072.747,455.0,0.561,167.08999999999997
188,1675382072.747,454.0,0.5640000000000001,166.08999999999997
189,1675382072.779,456.0,0.5670000000000001,168.08999999999997
190,1675382072.779,455.0,0.5700000000000001,167.08999999999997
191,1675382072.78,456.0,0.5730000000000001,168.08999999999997
192,1675382072.78,455.0,0.5760000000000001,167.08999999999997
193,1675382072.78,454.0,0.579,166.08999999999997
194,1675382072.78,456.0,0.582,168.08999999999997
195,1675382072.78,456.0,0.585,168.08999999999997
196,1675382072.812,455.0,0.588,167.08999999999997
197,1675382072.813,456.0,0.591,168.08999999999997
198,1675382072.813,456.0,0.594,168.08999999999997
199,1675382072.813,456.0,0.597,168.08999999999997
200,1675382072.813,455.0,0.6,167.08999999999997
201,1675382072.813,455.0,0.603,167.08999999999997
202,1675382072.845,456.0,0.606,168.08999999999997
203,1675382072.846,455.0,0.609,167.08999999999997
204,1675382072.846,454.0,0.612,166.08999999999997
205,1675382072.846,455.0,0.615,167.08999999999997
206,1675382072.846,455.0,0.618,167.08999999999997
207,1675382072.846,456.0,0.621,168.08999999999997
208,1675382072.846,456.0,0.624,168.08999999999997
209,1675382072.879,457.0,0.627,169.08999999999997
210,1675382072.879,455.0,0.63,167.08999999999997
211,1675382072.879,454.0,0.633,166.08999999999997
212,1675382072.88,455.0,0.636,167.08999999999997
213,1675382072.88,454.0,0.639,166.08999999999997
214,1675382072.88,454.0,0.642,166.08999999999997
215,1675382072.912,456.0,0.645,168.08999999999997
216,1675382072.912,456.0,0.648,168.08999999999997
217,1675382072.912,456.0,0.651,168.08999999999997
218,1675382072.912,455.0,0.654,167.08999999999997
219,1675382072.912,455.0,0.657,167.08999999999997
220,1675382072.912,455.0,0.66,167.08999999999997
221,1675382072.946,457.0,0.663,169.08999999999997
222,1675382072.946,456.0,0.666,168.08999999999997
223,1675382072.946,456.0,0.669,168.08999999999997
224,1675382072.946,455.0,0.672,167.08999999999997
225,1675382072.946,454.0,0.675,166.08999999999997
226,1675382072.946,455.0,0.678,167.08999999999997
227,1675382072.946,456.0,0.681,168.08999999999997
228,1675382072.979,456.0,0.684,168.08999999999997
229,1675382072.979,454.0,0.687,166.08999999999997
230,1675382072.979,455.0,0.6900000000000001,167.08999999999997
231,1675382072.979,455.0,0.6930000000000001,167.08999999999997
232,1675382072.98,455.0,0.6960000000000001,167.08999999999997
233,1675382072.98,456.0,0.6990000000000001,168.08999999999997
234,1675382073.12,455.0,0.7020000000000001,167.08999999999997
235,1675382073.13,455.0,0.705,167.08999999999997
236,1675382073.13,456.0,0.708,168.08999999999997
237,1675382073.13,455.0,0.711,167.08999999999997
238,1675382073.13,455.0,0.714,167.08999999999997
239,1675382073.13,456.0,0.717,168.08999999999997
240,1675382073.13,455.0,0.72,167.08999999999997
241,1675382073.46,455.0,0.723,167.08999999999997
242,1675382073.46,454.0,0.726,166.08999999999997
243,1675382073.46,455.0,0.729,167.08999999999997
244,1675382073.46,456.0,0.732,168.08999999999997
245,1675382073.46,455.0,0.735,167.08999999999997
246,1675382073.46,455.0,0.738,167.08999999999997
247,1675382073.79,456.0,0.741,168.08999999999997
248,1675382073.79,456.0,0.744,168.08999999999997
249,1675382073.79,455.0,0.747,167.08999999999997
250,1675382073.79,456.0,0.75,168.08999999999997
251,1675382073.79,455.0,0.753,167.08999999999997
252,1675382073.79,455.0,0.756,167.08999999999997
253,1675382073.112,456.0,0.759,168.08999999999997
254,1675382073.112,456.0,0.762,168.08999999999997
255,1675382073.112,456.0,0.765,168.08999999999997
256,1675382073.113,455.0,0.768,167.08999999999997
257,1675382073.113,456.0,0.771,168.08999999999997
258,1675382073.113,456.0,0.774,168.08999999999997
259,1675382073.113,455.0,0.777,167.08999999999997
260,1675382073.145,455.0,0.78,167.08999999999997
261,1675382073.146,456.0,0.783,168.08999999999997
262,1675382073.146,454.0,0.786,166.08999999999997
263,1675382073.146,455.0,0.789,167.08999999999997
264,1675382073.146,456.0,0.792,168.08999999999997
265,1675382073.146,454.0,0.795,166.08999999999997
266,1675382073.179,455.0,0.798,167.08999999999997
267,1675382073.179,456.0,0.801,168.08999999999997
268,1675382073.179,455.0,0.804,167.08999999999997
269,1675382073.179,455.0,0.807,167.08999999999997
270,1675382073.179,455.0,0.81,167.08999999999997
271,1675382073.179,457.0,0.8130000000000001,169.08999999999997
272,1675382073.179,455.0,0.8160000000000001,167.08999999999997
273,1675382073.212,456.0,0.8190000000000001,168.08999999999997
274,1675382073.212,455.0,0.8220000000000001,167.08999999999997
275,1675382073.212,455.0,0.8250000000000001,167.08999999999997
276,1675382073.212,455.0,0.8280000000000001,167.08999999999997
277,1675382073.213,455.0,0.8310000000000001,167.08999999999997
278,1675382073.213,456.0,0.834,168.08999999999997
279,1675382073.245,455.0,0.837,167.08999999999997
280,1675382073.245,455.0,0.84,167.08999999999997
281,1675382073.246,456.0,0.843,168.08999999999997
282,1675382073.246,456.0,0.846,168.08999999999997
283,1675382073.246,455.0,0.849,167.08999999999997
284,1675382073.246,455.0,0.852,167.08999999999997
285,1675382073.279,456.0,0.855,168.08999999999997
286,1675382073.279,455.0,0.858,167.08999999999997
287,1675382073.279,455.0,0.861,167.08999999999997
288,1675382073.279,455.0,0.864,167.08999999999997
289,1675382073.279,456.0,0.867,168.08999999999997
290,1675382073.279,455.0,0.87,167.08999999999997
291,1675382073.279,456.0,0.873,168.08999999999997
292,1675382073.312,456.0,0.876,168.08999999999997
293,1675382073.312,456.0,0.879,168.08999999999997
294,1675382073.312,456.0,0.882,168.08999999999997
295,1675382073.312,456.0,0.885,168.08999999999997
296,1675382073.312,455.0,0.888,167.08999999999997
297,1675382073.313,455.0,0.891,167.08999999999997
298,1675382073.345,456.0,0.894,168.08999999999997
299,1675382073.345,457.0,0.897,169.08999999999997
300,1675382073.345,456.0,0.9,168.08999999999997
301,1675382073.345,455.0,0.903,167.08999999999997
302,1675382073.345,456.0,0.906,168.08999999999997
303,1675382073.345,455.0,0.909,167.08999999999997
304,1675382073.345,455.0,0.912,167.08999999999997
305,1675382073.378,455.0,0.915,167.08999999999997
306,1675382073.378,455.0,0.918,167.08999999999997
307,1675382073.378,455.0,0.921,167.08999999999997
308,1675382073.378,456.0,0.924,168.08999999999997
309,1675382073.378,456.0,0.927,168.08999999999997
310,1675382073.378,456.0,0.93,168.08999999999997
311,1675382073.412,456.0,0.933,168.08999999999997
312,1675382073.412,456.0,0.936,168.08999999999997
313,1675382073.412,457.0,0.9390000000000001,169.08999999999997
314,1675382073.412,455.0,0.9420000000000001,167.08999999999997
315,1675382073.412,456.0,0.9450000000000001,168.08999999999997
316,1675382073.412,455.0,0.9480000000000001,167.08999999999997
317,1675382073.445,454.0,0.9510000000000001,166.08999999999997
318,1675382073.445,455.0,0.9540000000000001,167.08999999999997
319,1675382073.445,455.0,0.9570000000000001,167.08999999999997
320,1675382073.445,456.0,0.96,168.08999999999997
321,1675382073.445,456.0,0.963,168.08999999999997
322,1675382073.445,455.0,0.966,167.08999999999997
323,1675382073.445,457.0,0.969,169.08999999999997
324,1675382073.478,457.0,0.972,169.08999999999997
325,1675382073.478,456.0,0.975,168.08999999999997
326,1675382073.478,456.0,0.978,168.08999999999997
327,1675382073.478,455.0,0.981,167.08999999999997
328,1675382073.478,456.0,0.984,168.08999999999997
329,1675382073.478,454.0,0.987,166.08999999999997
330,1675382073.511,454.0,0.99,166.08999999999997
331,1675382073.512,455.0,0.993,167.08999999999997
332,1675382073.512,455.0,0.996,167.08999999999997
333,1675382073.512,455.0,0.999,167.08999999999997
334,1675382073.512,457.0,1.002,169.08999999999997
335,1675382073.512,456.0,1.0050000000000001,168.08999999999997
336,1675382073.512,455.0,1.008,167.08999999999997
337,1675382073.545,455.0,1.0110000000000001,167.08999999999997
338,1675382073.545,456.0,1.014,168.08999999999997
339,1675382073.545,455.0,1.0170000000000001,167.08999999999997
340,1675382073.545,456.0,1.02,168.08999999999997
341,1675382073.545,456.0,1.0230000000000001,168.08999999999997
342,1675382073.545,456.0,1.026,168.08999999999997
343,1675382073.578,454.0,1.029,166.08999999999997
344,1675382073.579,455.0,1.032,167.08999999999997
345,1675382073.579,454.0,1.035,166.08999999999997
346,1675382073.579,456.0,1.038,168.08999999999997
347,1675382073.579,455.0,1.041,167.08999999999997
348,1675382073.579,457.0,1.044,169.08999999999997
349,1675382073.612,455.0,1.047,167.08999999999997
350,1675382073.612,455.0,1.05,167.08999999999997
351,1675382073.612,455.0,1.053,167.08999999999997
352,1675382073.612,455.0,1.056,167.08999999999997
353,1675382073.612,455.0,1.059,167.08999999999997
354,1675382073.613,455.0,1.062,167.08999999999997
355,1675382073.613,456.0,1.065,168.08999999999997
356,1675382073.645,455.0,1.068,167.08999999999997
357,1675382073.645,454.0,1.071,166.08999999999997
358,1675382073.645,455.0,1.074,167.08999999999997
359,1675382073.645,456.0,1.077,168.08999999999997
360,1675382073.645,456.0,1.08,168.08999999999997
361,1675382073.645,455.0,1.083,167.08999999999997
362,1675382073.678,456.0,1.086,168.08999999999997
363,1675382073.678,455.0,1.089,167.08999999999997
364,1675382073.679,455.0,1.092,167.08999999999997
365,1675382073.679,456.0,1.095,168.08999999999997
366,1675382073.679,455.0,1.098,167.08999999999997
367,1675382073.679,455.0,1.101,167.08999999999997
368,1675382073.679,455.0,1.104,167.08999999999997
369,1675382073.712,454.0,1.107,166.08999999999997
370,1675382073.712,456.0,1.11,168.08999999999997
371,1675382073.712,455.0,1.113,167.08999999999997
372,1675382073.712,455.0,1.116,167.08999999999997
373,1675382073.712,456.0,1.119,168.08999999999997
374,1675382073.712,455.0,1.122,167.08999999999997
375,1675382073.745,457.0,1.125,169.08999999999997
376,1675382073.745,455.0,1.1280000000000001,167.08999999999997
377,1675382073.745,455.0,1.131,167.08999999999997
378,1675382073.745,455.0,1.1340000000000001,167.08999999999997
379,1675382073.745,454.0,1.137,166.08999999999997
380,1675382073.746,455.0,1.1400000000000001,167.08999999999997
381,1675382073.778,455.0,1.143,167.08999999999997
382,1675382073.778,456.0,1.1460000000000001,168.08999999999997
383,1675382073.778,456.0,1.149,168.08999999999997
384,1675382073.779,455.0,1.1520000000000001,167.08999999999997
385,1675382073.779,454.0,1.155,166.08999999999997
386,1675382073.779,455.0,1.158,167.08999999999997
387,1675382073.779,455.0,1.161,167.08999999999997
388,1675382073.811,457.0,1.164,169.08999999999997
389,1675382073.812,455.0,1.167,167.08999999999997
390,1675382073.812,455.0,1.17,167.08999999999997
391,1675382073.812,455.0,1.173,167.08999999999997
392,1675382073.812,456.0,1.176,168.08999999999997
393,1675382073.812,456.0,1.179,168.08999999999997
394,1675382073.845,454.0,1.182,166.08999999999997
395,1675382073.845,455.0,1.185,167.08999999999997
396,1675382073.845,454.0,1.188,166.08999999999997
397,1675382073.845,456.0,1.191,168.08999999999997
398,1675382073.845,456.0,1.194,168.08999999999997
399,1675382073.845,456.0,1.197,168.08999999999997
400,1675382073.845,456.0,1.2,168.08999999999997
401,1675382073.878,456.0,1.203,168.08999999999997
402,1675382073.878,456.0,1.206,168.08999999999997
403,1675382073.878,454.0,1.209,166.08999999999997
404,1675382073.878,455.0,1.212,167.08999999999997
405,1675382073.878,456.0,1.215,168.08999999999997
406,1675382073.878,456.0,1.218,168.08999999999997
407,1675382073.911,455.0,1.221,167.08999999999997
408,1675382073.911,455.0,1.224,167.08999999999997
409,1675382073.911,456.0,1.227,168.08999999999997
410,1675382073.911,456.0,1.23,168.08999999999997
411,1675382073.911,455.0,1.233,167.08999999999997
412,1675382073.911,455.0,1.236,167.08999999999997
413,1675382073.944,456.0,1.239,168.08999999999997
414,1675382073.944,455.0,1.242,167.08999999999997
415,1675382073.945,456.0,1.245,168.08999999999997
416,1675382073.945,455.0,1.248,167.08999999999997
417,1675382073.945,456.0,1.2510000000000001,168.08999999999997
418,1675382073.945,454.0,1.254,166.08999999999997
419,1675382073.945,454.0,1.2570000000000001,166.08999999999997
420,1675382073.978,456.0,1.26,168.08999999999997
421,1675382073.978,455.0,1.2630000000000001,167.08999999999997
422,1675382073.978,454.0,1.266,166.08999999999997
423,1675382073.978,456.0,1.2690000000000001,168.08999999999997
424,1675382073.978,455.0,1.272,167.08999999999997
425,1675382073.978,456.0,1.2750000000000001,168.08999999999997
