timestamp,Channel 1
1675515446.892,456.0
1675515446.893,454.0
1675515446.893,455.0
1675515446.893,456.0
1675515446.893,455.0
1675515446.893,456.0
1675515446.926,455.0
1675515446.926,455.0
1675515446.926,455.0
1675515446.926,456.0
1675515446.927,455.0
1675515446.927,455.0
1675515446.927,455.0
1675515446.959,454.0
1675515446.960,456.0
1675515446.960,456.0
1675515446.960,456.0
1675515446.960,456.0
1675515446.961,456.0
1675515446.992,456.0
1675515446.992,455.0
1675515446.992,456.0
1675515446.993,456.0
1675515446.993,455.0
1675515446.993,455.0
1675515447.26,455.0
1675515447.26,456.0
1675515447.26,454.0
1675515447.26,456.0
1675515447.27,455.0
1675515447.27,455.0
1675515447.27,457.0
1675515447.59,455.0
1675515447.59,455.0
1675515447.60,454.0
1675515447.60,455.0
1675515447.60,455.0
1675515447.60,454.0
1675515447.92,456.0
1675515447.92,456.0
1675515447.92,454.0
1675515447.92,455.0
1675515447.93,457.0
1675515447.93,456.0
1675515447.93,455.0
1675515447.125,455.0
1675515447.126,455.0
1675515447.126,455.0
1675515447.126,456.0
1675515447.126,455.0
1675515447.126,456.0
1675515447.159,456.0
1675515447.159,455.0
1675515447.159,455.0
1675515447.159,455.0
1675515447.159,456.0
1675515447.159,456.0
1675515447.192,455.0
1675515447.192,456.0
1675515447.192,456.0
1675515447.192,456.0
1675515447.193,455.0
1675515447.193,456.0
1675515447.193,454.0
1675515447.225,456.0
1675515447.226,456.0
1675515447.226,455.0
1675515447.226,456.0
1675515447.226,456.0
1675515447.226,456.0
1675515447.259,456.0
1675515447.259,455.0
1675515447.259,455.0
1675515447.259,455.0
1675515447.259,455.0
1675515447.259,456.0
1675515447.259,455.0
1675515447.292,455.0
1675515447.292,455.0
1675515447.293,455.0
1675515447.293,455.0
1675515447.293,455.0
1675515447.293,456.0
1675515447.325,455.0
1675515447.325,456.0
1675515447.325,455.0
1675515447.325,455.0
1675515447.326,455.0
1675515447.326,454.0
1675515447.359,456.0
1675515447.359,456.0
1675515447.359,456.0
1675515447.359,456.0
1675515447.360,456.0
1675515447.360,456.0
1675515447.360,456.0
1675515447.392,456.0
1675515447.392,456.0
1675515447.392,456.0
1675515447.392,456.0
1675515447.392,455.0
1675515447.392,454.0
1675515447.425,455.0
1675515447.425,456.0
1675515447.425,456.0
1675515447.425,456.0
1675515447.426,457.0
1675515447.426,456.0
1675515447.426,456.0
1675515447.458,457.0
1675515447.459,455.0
1675515447.459,456.0
1675515447.459,455.0
1675515447.459,456.0
1675515447.459,454.0
1675515447.492,456.0
1675515447.492,455.0
1675515447.492,454.0
1675515447.493,456.0
1675515447.493,457.0
1675515447.493,456.0
1675515447.525,456.0
1675515447.525,456.0
1675515447.525,455.0
1675515447.526,455.0
1675515447.526,456.0
1675515447.526,455.0
1675515447.526,456.0
1675515447.558,455.0
1675515447.559,456.0
1675515447.559,456.0
1675515447.559,456.0
1675515447.559,456.0
1675515447.560,456.0
1675515447.592,456.0
1675515447.592,455.0
1675515447.592,456.0
1675515447.592,455.0
1675515447.593,456.0
1675515447.593,455.0
1675515447.593,455.0
1675515447.625,455.0
1675515447.625,455.0
1675515447.625,456.0
1675515447.625,456.0
1675515447.625,456.0
1675515447.625,456.0
1675515447.658,455.0
1675515447.658,457.0
1675515447.659,454.0
1675515447.659,455.0
1675515447.659,456.0
1675515447.659,454.0
1675515447.692,456.0
1675515447.692,457.0
1675515447.692,456.0
1675515447.692,456.0
1675515447.692,457.0
1675515447.692,456.0
1675515447.692,456.0
1675515447.725,455.0
1675515447.725,455.0
1675515447.725,456.0
1675515447.725,455.0
1675515447.725,455.0
1675515447.725,455.0
1675515447.758,455.0
1675515447.758,454.0
1675515447.759,454.0
1675515447.759,456.0
1675515447.759,456.0
1675515447.759,456.0
1675515447.759,456.0
1675515447.791,455.0
1675515447.792,456.0
1675515447.792,454.0
1675515447.792,455.0
1675515447.792,455.0
